FinInstrmIdLeg1,FinInstrmIdLeg2,Spread Token Created by Us,Security Symbol Created by Us,Security Symbol Name Created by Us,FinInstrmNmLeg1,TckrSymb1,SrsId1,XpryDt1,Converted Expiry1 Date,Month Extrated from Date1,StrkPricLeg1,OptnTpLeg1,OffclCorpActnEvtId1,FinInstrmNmLeg2,TckrSymb2,SrsId2,XpryDt2,Converted Expiry2 Date,Month Extrated from Date2,StrkPricLeg2,OptnTpLeg2,NewBrdLotQty1,MinLot1,BidIntrvl1,NewBrdLotQty2,MinLot2,BidIntrvl2,Elgblty,DelFlg,OffclCorpActnEvtId2,RefPric,DayLwPricDiffRg,DayHghPricDiffRg,OpngLowPricDiffRg,OpngHghPricDiffRg,UndrlygInstrm,Rsvd,UndrlygFinInstrmId,PartnIdr,DcmlstnPric,UnqPdctIdr,SrsId,StrtgyId,NbOfLegsInStrtgy,Mltplr,FinInstrmId,AsstTp,TckrSymb,FinInstrmTp,XpryDt,FinInstrmNm,StrkPric,Rsvd01,Rsvd02,Rsvd03,Rsvd04,Rsvd05,Rsvd06,Rsvd07,Rsvd08,Rsvd09,Rsvd10
53259,64228,1422853259,BHARATFORG-2,SP-BHARATFORG-JUL-AUG,FUTSTK,BHARATFORG,XX,1438439400,7/31/2025,JUL,-1,XX,0,FUTSTK,BHARATFORG,XX,1440858600,8/28/2025,AUG,-1,XX,500,500,10,500,500,10,1,N,0,129450,-3240,3240,-3240,3240,,,,,,,,,,,,,,,,,,,,,,,,,,,
56835,53260,1326056835,BHARTIARTL-1,SP-BHARTIARTL-JUN-JUL,FUTSTK,BHARTIARTL,XX,1435415400,6/26/2025,JUN,-1,XX,0,FUTSTK,BHARTIARTL,XX,1438439400,7/31/2025,JUL,-1,XX,475,475,10,475,475,10,1,N,0,187950,-4700,4700,-4700,4700,,,,,,,,,,,,,,,,,,,,,,,,,,,
53260,64229,1422953260,BHARTIARTL-2,SP-BHARTIARTL-JUL-AUG,FUTSTK,BHARTIARTL,XX,1438439400,7/31/2025,JUL,-1,XX,0,FUTSTK,BHARTIARTL,XX,1440858600,8/28/2025,AUG,-1,XX,475,475,10,475,475,10,1,N,0,188980,-4730,4730,-4730,4730,,,,,,,,,,,,,,,,,,,,,,,,,,,
56838,53261,1326156838,BHEL-1,SP-BHEL-JUN-JUL,FUTSTK,BHEL,XX,1435415400,6/26/2025,JUN,-1,XX,0,FUTSTK,BHEL,XX,1438439400,7/31/2025,JUL,-1,XX,2625,2625,5,2625,2625,5,1,N,0,25710,-645,645,-645,645,,,,,,,,,,,,,,,,,,,,,,,,,,,
53261,64230,1423053261,BHEL-2,SP-BHEL-JUL-AUG,FUTSTK,BHEL,XX,1438439400,7/31/2025,JUL,-1,XX,0,FUTSTK,BHEL,XX,1440858600,8/28/2025,AUG,-1,XX,2625,2625,5,2625,2625,5,1,N,0,25870,-650,650,-650,650,,,,,,,,,,,,,,,,,,,,,,,,,,,
56839,53262,1326256839,BIOCON-1,SP-BIOCON-JUN-JUL,FUTSTK,BIOCON,XX,1435415400,6/26/2025,JUN,-1,XX,0,FUTSTK,BIOCON,XX,1438439400,7/31/2025,JUL,-1,XX,2500,2500,5,2500,2500,5,1,N,0,33145,-830,830,-830,830,,,,,,,,,,,,,,,,,,,,,,,,,,,
53262,64231,1423153262,BIOCON-2,SP-BIOCON-JUL-AUG,FUTSTK,BIOCON,XX,1438439400,7/31/2025,JUL,-1,XX,0,FUTSTK,BIOCON,XX,1440858600,8/28/2025,AUG,-1,XX,2500,2500,5,2500,2500,5,1,N,0,33305,-835,835,-835,835,,,,,,,,,,,,,,,,,,,,,,,,,,,
64232,64233,1423364232,BLUESTARCO-1,SP-BLUESTARCO-JUN-JUL,FUTSTK,BLUESTARCO,XX,1435415400,6/26/2025,JUN,-1,XX,0,FUTSTK,BLUESTARCO,XX,1438439400,7/31/2025,JUL,-1,XX,325,325,10,325,325,10,1,N,0,159700,-4000,4000,-4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,
64233,64248,1424864233,BLUESTARCO-2,SP-BLUESTARCO-JUL-AUG,FUTSTK,BLUESTARCO,XX,1438439400,7/31/2025,JUL,-1,XX,0,FUTSTK,BLUESTARCO,XX,1440858600,8/28/2025,AUG,-1,XX,325,325,10,325,325,10,1,N,0,159890,-4000,4000,-4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,
56844,53263,1326356844,BOSCHLTD-1,SP-BOSCHLTD-JUN-JUL,FUTSTK,BOSCHLTD,XX,1435415400,6/26/2025,JUN,-1,XX,0,FUTSTK,BOSCHLTD,XX,1438439400,7/31/2025,JUL,-1,XX,25,25,500,25,25,500,1,N,0,3175000,-79500,79500,-79500,79500,,,,,,,,,,,,,,,,,,,,,,,,,,,
53263,64249,1424953263,BOSCHLTD-2,SP-BOSCHLTD-JUL-AUG,FUTSTK,BOSCHLTD,XX,1438439400,7/31/2025,JUL,-1,XX,0,FUTSTK,BOSCHLTD,XX,1440858600,8/28/2025,AUG,-1,XX,25,25,500,25,25,500,1,N,0,3145500,-79000,79000,-79000,79000,,,,,,,,,,,,,,,,,,,,,,,,,,,
53264,64372,1437253264,BPCL-1,SP-BPCL-JUL-AUG,FUTSTK,BPCL,XX,1438439400,7/31/2025,JUL,-1,XX,0,FUTSTK,BPCL,XX,1440858600,8/28/2025,AUG,-1,XX,1975,1975,5,1975,1975,5,1,N,0,31705,-795,795,-795,795,,,,,,,,,,,,,,,,,,,,,,,,,,,
53265,64373,1437353265,BRITANNIA-1,SP-BRITANNIA-JUL-AUG,FUTSTK,BRITANNIA,XX,1438439400,7/31/2025,JUL,-1,XX,0,FUTSTK,BRITANNIA,XX,1440858600,8/28/2025,AUG,-1,XX,125,125,50,125,125,50,1,N,0,565250,-14150,14150,-14150,14150,,,,,,,,,,,,,,,,,,,,,,,,,,,
